,Semi-automated Annotation of Signal Events in Clinical EEG Data,2016,"Yang, Lopex, Golmohammadi, Obeid & Picone",IEEE Signal Processing in Medicine and Biology Symposium,No,Temple University,5,,Classification of EEG signals,Clinical,Epilepsy,Event annotation,New Approach,To developed a self-training approach to iteratively annotate a large EEG corpus,Epilepsy data (ongoing EEG),To explore semi-supervised learning methods such as self-training [3] and active learning [4].,,N/M,No,Seizures,TUH,Public,"N/M
(see dataset info)","N/M
(see dataset info)","N/M
(see dataset info)","N/M
(see dataset info)",,,"See Harati et al., 2015 
(their previous paper)","(Harati et al., 2015)","See Harati et al., 2015 
(their previous paper)",NS,N/M,,N/M,"See Harati et al., 2015 
(their previous paper)",NS,"See Harati et al., 2015 
(their previous paper)","See Harati et al., 2015 
(their previous paper)",Yes,"See Harati et al., 2015 
(their previous paper)","See Harati et al., 2015 
(their previous paper)",N/M,"See Harati et al., 2015 
(their previous paper)",6,"Spike and/or sharp waves
Periodic lateralized epileptiform discharges
Generalized periodic epileptiform discharges
Artifacts
Eye movements
Background","See Harati et al., 2015 
(their previous paper)","See Harati et al., 2015 
(their previous paper)","The whole paper is kinda about ""training"" in the sense that they are training/retraining on the data until they get high level of confidence.","See Harati et al., 2015 
(their previous paper)",N/M,N/M,N/M,"Yes, the whole paper is kinda about data augmentation in the sense that they are training/retraining on the data until they get high level of confidence.",N/M,,N/M,N/M,,Sensitivity,sensitivitiy,N/M,,N/M,"GPED: 52.8% ->  56.5%
PLED: 54.2%  60.4%
SPSW: 41.6%  49.6%
EYEM: 81.8% -> 82.1%
BCKG: 72.1% -> 71.2%
ARTF: 41.2% -> 39.1%","Before and After
(no benchmark)",None,,N/M,"The proposed method is based on a limited amount of manually annotated data and updates the training models by iteratively re-training and re-decoding. This pilot study shows after a few iterations we are able to not only label more EEG signals (about 30,000 new SPSW labels) but also improve recognition accuracy about 2%.",Number of label samples,No,N/A,No,"Very different paper. Using a previous DL model (Harati et al., 2015) this paper is all about self-training to automatically label the data.",,Yannick,[TBD],,Yang2016b
,Learning representations from EEG with deep recurrent-convolutional neural networks,2016,"Bashivan, Rish, Yeason & Codella",International Conference on Learning Representations 2016,Yes,University of Memphis,15,,Improvement of processing tools,Feature learning,,,Finding robust (inter-subject) representations from EEG data,Map EEG time-series to images and use CNNs as they work well for image classification ,Mental load (working memory) levels,CNNs presented good results for image classification,,N/M,No,None,Internal Recordings,Private,13,64,500Hz,3120*,,,"Mapping of EEG time series to images (spectral topography maps).
1) Calculate PSD on theta, alpha, beta
2) Project electrodes 3D position to a 2D mesh
3) Using each frequency band as a color channel, plot PSD as color intensity",,EEG spectral topography maps ,Frequency-domain,N/M,,Theano+Lasagne,"Single frame: CNN with different kernel sizes 
Multi-frame: A,B) CNN
 C,D) CNN+LSTM",CNN,"A) Max-pooling across time frames
B) Temporal convolution (1D conv in time)
C) LSTM 
D) Temporal convolution + LSTM",,Yes,"Single-frame: 32 x 32 x 3
Multi-frame: #frames x 32 x 32 x 3","Conv: 7
LSTM: 2
FC: 1",Sigmoid*,"50% dropout on FC layers
Early stopping",,,4,10k - 1.62 million,Standard,Adam,"lr=0.001
Beta1 = 0.9
Beta2 = 0.999",20,N/M,"Randomly adding noise to feature image input
Did not improve results",Categorical cross-entropy,,Leave-subject-out,"Train/Valid: 12 subjects (randomly selected samples from this set for validation)
Test: 1 subject",,Test error,test error,N/M,,N/M,"Single-frame: best model (D) improved 0.8% w.r.t. best baseline (DBN)
Multi-frames: best model (D) improved ~6% w.r.t. best baseline (DBN)","SVM, Random Forest, Logisitic regression, Deep belief network",DL & Trad.,,Yes,"""When trained on a pool of data containing multiple individuals, the network extracts features that are maximally informative considering the variability in the training set.""",,Yes,GitHub,Yes,This paper is really nice. The scheme for mapping EEG time-series to image was applied in many posterior works.,,Isabela,[TBD],,Bashivan2016a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investigating Critical Frequency Bands and Channels for EEG-Based Emotion Recognition with Deep Neural Networks,2015,Zheng & Lu,IEEE Transactions on Autonomous Mental Development,,Shanghai Jiao Tong University,14,,Classification of EEG signals,Monitoring,Affective,Emotion,New approach,"Using DBN to classify emotions (Positive / Neutral / Negative)
And exploring the relevant frequencies and channels",Watching Movies (emotions),Semi-Supervised DBN can learn from unlabeled data,,NeuroScan System,No,Differential Entropy from multichannel EEG,Internal Recordings,Public,15,62,1000,"3300 x 1s epochs per exp.
2 exp. / subject

(6600 epochs total)",Offline,,"1) Downsampled to 200Hz
2) VI: EMG (too much) contamined channels removed
3) Band-Pass filter: 0.3-50Hz
4) Epoching (lenght of a movie)",Yes,"Differential Entropy (DE)
DASM, RASM",Other,N/M,,MATLAB,BDN,DBN,N/M,To leverage unlabeled data with unsupervised learning,No,"not clear
(the features)",2,Sigmoid,N/M,3,"Positive
Neutral
Negative",3,N/M,"1) unsupervised pretraining of each layer; (greedy layer-wise)
2) unsupervised fine-tuning of all layers with backpropagation; 
3) supervised fine-tuning of all layers with backpropagation",N/M,"Momentum: 0.1
LR (Unsup): 0.5
LR (Sup): 0.6",201,search optimal number of neurons at the first and second layer in the ranges [200:500] and [150:500] with step of 50,N/M,N/M,Intra,N/M,"Train: 9 sessions
Test: 6 sessions",,Accuracy,accuracy,N/M,,N/M,"Mean Accuracy: 86.08%

Lots of results reported (for each feature categories)
(see paper for full details)","Mean Accuracy

KNN: 72.60%
LR: 82.70%
SVM: 83.99%",Traditional pipeline,No,"Yes
Frequencies and Electrodes 
contributing.","(1) Given that DBNs can also learn models in an unsupervised way, the large amounts of unlabeled EEG data may also be conductive to the semi-supervised DBN training paradigm and allow it to learn more sophisticated models than other traditional supervised learners. (2) There is still a lack of publicly available emotional EEG datasets. (3) In our studies, we propose a novel critical channels and frequency bands selection method through the weight distributions learned by deep belief networks.",Emotion Classes is limited to 3 in the study,No,N/A,Yes,"They acknowledge the lack of public datasets for EEG emotions, and they shared their data <3",,Yannick,[TBD],,Zheng2015
,Deep feature learning for EEG recordings,2015,"Stober, Sternin, Owen & Grahn",Arxiv,Yes,University of Western Ontario,24,,Improvement of processing tools,Feature learning,,,Improve SOTA,Automatic feature learning using autoencoders,Music listening or imagery,Use of deep learning achieved good results in other domains ,,BioSemi Active-Two,No,None,OpenMIIR dataset,Public,10,66,512,60 trials/sub,Offline,,"1) Removed and interpolated bad EEG channels
2) Bandpass: 0.5-30 Hz",Yes,Raw EEG,Raw EEG,"[-1,1] 
0 mean",,Theano+Pylearn,Autoencoders,AE,N/M,N/M,No,N/M,N/M,Sigmoid,"Dropout, L1",12,12 music styles (see Table 2),12,N/M,Standard,SGD,N/M,128,Bayesian optimization,N/M,Hinge loss,Inter-subject,9-fold,"Train: 8 subs
Valid: 1 sub
Test: 3rd block of each sub",,Accuracy,accuracy,N/M,,N/M,"SVM: 14.8%, CNN: 18.5%, 26.9%
SVM: 14.8%, CNN: 18.5%, 19.4% 
SVM: 17.6%, CNN: 17.6%, 18.5% 
SVM: 19.4%, CNN: 20.4%, 20.4%
SVM: 16.7%, CNN: 20.4%, 19.4%
SVM: 23.1%, CNN: 23.1%, 22.2%
SVM 20.4%, CNN: 22.2%, 22.2%
SVM: 20.4%, CNN: 25.0%, 27.8%
SVM: 24.1%, CNN: 20.4%, 18.5%
SVM: 22.2%, CNN: 22.2%, 23.1%
SVM: 23.1%, CNN: 27.8%, 26.9%",SVM,Traditional pipeline,"Yes ( Significance values were determined by using the cumulative binomial distribution to estimate the likelihood of observing
a given classification rate by chance)",Yes (visualization of learned convolutional filters),"CNNs outperformed or were equally good as SVM for 10/11 cases. 
""Learned features are
also still simple enough to allow interpretation by domain experts such as cognitive neuroscientists."" ",N/M,Yes,GitHub,No,"The paper is very relevant as they focus on learning good features for different trials. However, I find it a little bit disorganized. One good point about the paper is that they analyzed whether the cost of using high-sampling rate EEG is worth. ",,Isabela,[TBD],,Stober2015
,Convolutional neural network for multi-category rapid serial visual presentation BCI,2015,Manor & Geva,Frontiers in Computational Neuroscience,,Ben-Gurion University,12,,Classification of EEG signals,BCI,Reactive,RSVP,New approach,New spatio-temporal regularization for CNN on RSVP (or P300) BCI,RSVP (5 classes of images),Deep neural networks have shown state of the art performance in computer vision and speech recognition and thus have great promise for other learning tasks.,,BioSemi Active-Two,No,ERPs (P300),"Internal Recordings;
BCI Competition III - IIb",Private,"12 
(out of 15)",64,"256
+ online low-pass 51Hz ","4 Blocks (with diff target)
of 6525 images
(20% were targets)",Offline,,"1) High-Pass filter: 0.1Hz
2) 1s window around image stimuli (100ms before)
3) Blinks removed based on VEOG",Yes,Raw EEG,Raw EEG,z-score,,Caffe,"CNN
+ Spatio-Temporal Regularization",CNN,"Spatio-Temporal Regularization
The penalty term regularizes the spatial filters such that the filters activations will be smooth. Penalizes the higher frequencies and fast changes.","The first convolutional layer performs a spatial convolution by using filters of size 64×1, learning features which represent a spatial distribution across the scalp. The second conv layer captures the temporal information.",Yes,"64x64
(electrodes by 
time samples)","CNN: 3
FC: 2",ReLU,"Dropout
Spatio-Temporal 
(their own regul)",2,"Target
Non Target","2
(softmax)",N/M,N/M,SGD,"LR: 0.001
Momentum: 0.9",No,Empirically,Bootstrapped the minority class to balance classes,Multinomial Logistic Regression,Intra,Random CV,"Train: 80%
Test: 20%",,"Accuracy (balanced)
AUC
Correct, Hits, False Alarms","balanced accuracy, AUC, sensitivity, false positive rate",NVidia GTX 650,,N/M,"(Mean) Balanced Accuracy: 70±4.86
(Mean) AUC: 0.77±0.05
(Mean) Correct: 75±4.4 || Hits: 64.4±5.47 || False Alarms: 23.7±4.36",SWFP algorithm,Traditional pipeline,No,Yes,"We showed that DNN models are an effective tool for single trial P300 classification. Even for a difficult RSVP task with five categories, we achieve impressive classification performance that surpasses our earlier work. The NN model is regularized with a novel spatio-temporal regularizer, which encourages the network to learn smooth features and thus reduces overfitting to noisy samples.",N/M,No,N/A,Yes,"They conclude with: ""Therefore, we should look at building large data sets for EEG which will allow to explore larger and deeper models""",,Yannick,[TBD],,Manor2015
,Parallel convolutional-linear neural network for motor imagery classification,2015,"Sakhavi, Guan & Yan",European Signal Processing Conference,,"BCI Lab, Singapore
National University of Singapore",5,,Classification of EEG signals,BCI,Active,Motor imagery,New approach,Use DL for 4-class motor imagery using dynamic energy,Motor imagery,"Because traditional classifications, such as SVM, cannot handle this dynamical property, we proposed an architecture that inputs a dynamic energy representation of EEG data and utilizes convolutional neural networks for classification",,"N/M
(see dataset paper)",No,Motor imagery,BCI Competition IV - IIa,Public,9,22,250,"144 samples per class
(train:72 and test:72)",Offline,,"1) Filter-Bank CSP (FBCSP)
9 filters from 4 to 40Hz",No,FBCSP,Frequency-domain,N/M,,"MATLAB
Torch","Parallel 1D-CNNs
+ MLP",CNN,Parallel convolutional layers with a one dimensional kernel in time. ,"Average pooling. In CNN architectures for images, max pooling is used because of its spatial invariance-inducing property. But training the EEG data with max pooling re- sulted in poor results. Therefore, average pooling is used.",Yes,"8
? (to be confirmed)",4x 2 CNN + MLP,ReLU,Dropout,4,"Left Hand
Right Hand
Feet
Tongue",4,N/M,N/M,SGD,N/M,N/M,N/M,N/M,"Negative 
Log-Likelihood",Intra,N/M,"Train: 50%
Test: 50%",,Accuracy,accuracy,N/M,,N/M,70%,SVM,Traditional pipeline,"Yes
(Wilcoxon signed-rank test)
CNN vs SVM vs MLP",Yes,"(1) Furthermore, deep architectures, due to there high learning capacity, have gained their success by being trained on large amounts of data. Unfortunately, limitation on gathering data for individual subjects is a barrier in EEG research. (2) Classification aside, there is one other element in BCI research that is valuable: interpretability of learned algorithms.","Our algorithm is not perfect in several aspects and can be improved: heavy pre-processing of data, choice of architecture and network parameters.",No,N/A,Yes,-,,Yannick,[TBD],,Sakhavi2015
,Deep learning of EEG signals for emotion recognition,2015,"Gao, Lee & Mehmood",IEEE International Conference on Multimedia & Expo Workshops (ICMEW),,"Chonbuk National University, Korea",5,,Classification of EEG signals,Monitoring,Affective,Emotion,Improve SOTA,Use DL (RBMs) for emotion classification,"Not clear...
(4 classes emotions)",To learn features from the data.,,"EPOC?
(not clear)",No,"Raw EEG
(Emotions)",Internal Recordings,Private,21,14,N/M,"180 epochs / subject
45 for each of the 4 classes",Offline,,"1) Manual artifact removal with EEGLAB
2) Filtering  (they don't mention what/how)
3) Epochs Selection
4) Signal Averaging",Yes,Raw EEG,Raw EEG,N/M,,EEGLAB,RBM,RBM,N/M,Pre-training on all subjects with unlabeled data and fine-tuning on individual subject for intra subject classification with labeled data,Yes,192x14,RBM: 3,N/M,N/M,4,"Happy
Calm
Sad
Scared",4,N/M,"(1) Pre-Training across subject 
(unlabeled data)
(2) Fine-Tuning per subject 
(labeled data - backprop)",N/M,N/M,N/M,N/M,N/M,N/M,Intra,"Average of 10 times:  
Train: 160 (random)
Test : 20 (random)
per subject","Train: 160 epochs/subject
Test: 20 epochs/subject",,Accuracy,accuracy,N/M,,N/M,"Subject United: 28.6 %
Subject Tied: 68.4 % 
Channel Selection: 57.2 %","KNN: 51.3 %
SVM: 60.8 %
ANN: 60 %",Traditional pipeline,N/M,No,It differs from the conventional methods as we apply deep learning on the raw signal without hand-crafted feature extraction.,N/M,No,N/A,No,Not much data for deep learning.,,Yannick,[TBD],,[TBD]
,Feature learning from incomplete EEG with denoising autoencoder,2015,"Li, Struzik, Zhang & Cichocki",Neurocomputing,Yes,"RIKEN, Japan
Shanghai Jiao Tong University, China
Polish Academy of Sciences, Poland",9,,Improvement of processing tools,Feature learning,,,New approach,Use DAE or SVM on Lomb–Scargle periodograms for Motor Imagery with missing data (e.g. after artefact removal),Motor imagery,"""a neural network with more layers might possible achieve a better performance through in-depth feature learning""",,N/M,No,Motor imagery,Internal Recordings,Private,3,14,250,"15 trials (of 4s) / session
4 sessions / subject",Offline,,N/M,No,"Lomb–Scargle periodograms
(Freq Bands Power)",Frequency-domain,Relative band powers,,N/M,DAE,AE,N/M,N/M,Yes,56x1,2,Sigmoid,N/M,2,"Right Hand
Left Hand",2,N/M,"1) Pre-training with DAE
2) Fine-tuning with output layer",N/M,"LR (Pre-Training): 0.9
LR (Fine-Tuning): 0.9",25,"Trial and Error*
(assumed, not mentioned)","Overlapping Windows
87.5%",MSE,Intra,N/M,N/M,,Accuracy,accuracy,N/M,,N/M,"See papers, it shows results per subject, per session, 
with 10% to 80% of missing data.
Roughly ~60-8X% accuracy","SVM
(on Lomb–Scargle periodogram, no real benchmark)",Traditional pipeline,No,No,"""Therefore, the classification performance using the proposed method for incomplete segments is acceptable for a BCI application system. This means that the segment with noise contamination can still be utilized to output commands after only removing the noisy portion, instead of discarding the whole segment, as is conventionally done in BCI systems.""",N/M,No,N/A,No,-,,Yannick,Hubert,,Li2015
,Superchords: the atoms of thought,2015,Normand & Ferreira,Arxiv,Yes, University of Lisbon,5,,Classification of EEG signals,BCI,Active,Motor imagery,New approach: Brain Orchestra Approach (BOA),"Use DL (H2O) to classify Motor Imagery, using existing dataset ",Motor imagery,"Explore H2O and their BOA. 
The concept of superchords",,"N/M
(see dataset paper)",No,Motor imagery,eegmmidb,Public,109,64,160,N/M,Offline,,1) Splitting each class in 10 datasets (10 to 160 first superchords),"N/M
(see H2O)",Superchords,Other,N/M,,R / R Studio,H2O,NS,N/M,N/M,No,not clear,"N/M
(see H2O)","N/M
(see H2O)","N/M
(see H2O)",5,"Left Hand
Right Hand
Both Hands
Feet
Rest","5 ?
(N/M)",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,Intra,N/M,"Train: 50%
Validation: 50%",,"Accuracy
Error = wrong preds / nb preds","accuracy, error",N/M,,N/M,> 80% Accuracy ( < 20% Errors),No,None,No,No,"there are positive indications that superchords are singular to each motor task present on the dataset. The authors do believe it would be possible to expand the concept of singular superchord to other mental activities, like reactions to faces or words.","1) Anticipation (Chavarriaga, 2012)
2) Quality of recordings
3) Sample representativity
4) Paradigm type",No,N/A,No,"They conclude by inviting people who'd like to apply/explore that approach to collaborate
Very very short paper, not much info",,Yannick,[TBD],,Normand2015
,On the use of convolutional neural networks and augmented CSP features for multi-class motor imagery of EEG signals classification,2015,"Yang, Sakhavi, Ang & Guan",IEEE Internation Conference in Medicine and Biology,No,"Agency for Science, Technology and Research (A*STAR)",4,,Classification of EEG signals,BCI,Active,Motor imagery,Improve state-of-the-art,Use CSP + CNN for 5-class motor imagery classification ,Motor imagery,Replace hand-crafted feature selection methods with CNNs to learn structure from CSP features,,"N/M
(see dataset paper)",No,Motor imagery,BCI Competition IV - IIa,Public,9,22,250,N/M,,,None,,Augmented CSP,Frequency-domain,N/M,,N/M,CNN,CNN,"Pooling layers also sub-sampled features maps (the intention was to select features).
3 methods to select features maps were proposed: random, all, and frequency complementary map selection (see paper) ",,Yes,60 x 48 x 1,"Conv: 2
FC: 1",N/M,N/M,,,N/M,N/M,Standard,SGD,lr=0.5,38,N/M,N/M,MSE,,K-fold*,5-fold*,,Accuracy,accuracy,N/M,,N/M,"Random selection of feature maps accuracy was smaller than baseline.
All feature maps and frequency complementary selection improved accuracy in ~1.5% and ~2.5%.
",Filter-bank CSP,Traditional pipeline,,No,There was no significant improvement between frequency complementary selection and using all feature maps.,,No,N/A,No,"Main contribution of the paper relies on the proposed feature map selection scheme. However, statistical testing showed that this method has not improved results w.r.t. using all feature maps.",,Isabela,[TBD],,[TBD]
,Prediction of driver's drowsy and alert states from EEG signals with deep learning,2015,"Hajinoroozi, Mao & Huang",International Workshop on Computational Advances in Multi-Sensor Adaptive Processing (CAMSAP),No,University of Texas at San Antonio,4,,Classification of EEG signals,Monitoring,Cognitive,Drowsiness,Prediction of driver’s cognitive states,Predict drowsiness or alert states,Driving in a virtual reality environment,Explore DL for assessing driver's cognitive state,,N/M,No,None,"Metev and Veiko (1998);
Lin et al. (2005);
Correa et al. (2014)",Private,37,30,250,35074,,,1) ICA,,Raw EEG,Raw EEG,N/M,,N/M,CNN +RBM,RBM,"1) CNN with all channels concatenated in a long vector
2) CNN for 2D inputs with one channel
3) CNN with 1D inputs and 30 channels
4) CNN with 1D inputs and 30 channels and RBM for feature extraction ",,Yes,"7500 x 1 x 1 (W x H x N channels)
250 x 30 x 1 
250 x 1 x 30","Conv: 2
FC: 1",Sigmoid,N/M,,,1,N/M,Standard,GD,N/M,N/M,N/M,N/M,Binary cross-entropy,,Train-valid-test split,"Train: 50 sections
Validation: 10
Test: 10",,AUC,AUC,N/M,,N/M,"All DNNs outperformed baseline methods with and without ICA.
AUC improvement w.r.t. baselines of ~27%",LDA and SVM on raw EEG,Traditional pipeline,,No,CNN-3 presented better results in comparison to other DNNs. ICA decreased the performance of all methods.,,No,N/A,No,Comparison with baselines was not super fair IMO (LDA and SVM with raw EEG),,Isabela,[TBD],,Hajinoroozi2015
,Deep Extreme Learning Machine and Its Application in EEG Classification,2015,"Ding, Zhang, Xu, Guo & Zhang",Mathematical Problems in Engineering,No,"China University of Mining and Technology
Chinese Academy of Sciences",11,,Classification of EEG signals,BCI,Active,Slow cortical potentials,New Approach: DELM for EEG-BCI,"Explore ELM, KELM and DELM for EEG-based BCIs using existing datasets.","BCI Competition II Datasets IA et IB
Slow Coritcal Potentials",Not only does MLELM approximate the complicated function but it also does not need to iterate during the training process.,,N/M,No,(see dataset),"BCI Competition II - Ia;
BCI Competition II - Ib",Public,"N/M
(see dataset paper)","N/M
(see dataset paper)",256,"1) 561
2) 380",,,"N/M
(they say they used ""preprocessed EEG"")",No,Raw EEG,Raw EEG,N/M,,Matlab,"DELM
(Deep Extreme Learning Machine)",NS,"not clear
(to be reviewed)",N/M,Yes,"not clear
(to be reviewed)","not clear
(to be reviewed)","Sigmoid
+ Kernel Functions: Gaussian",N/M,,,"not clear
(to be reviewed)",N/M,"not clear
(to be reviewed)",N/M,N/M,N/M,N/M,N/M,N/M,,N/M,"1) Train: 268 | Test: 293
2) Train: 200 | Test: 180",,"Accuracy
Training Time
Testing Time","accuracy, training time, testing time",N/M,,"1) 6.7s
2) 8.9s","1) [Average] Training:  0.7515  |  Testing:  0.8650
1) [Best] Training:  0.7873  |  Testing:  0.9181
2) [Average] Training:  0.7151  |  Testing:  0.5211
2) [Best] Training:  0.8450  |  Testing:  0.6056",ELM vs KELM vs ML-ELM vs DELM,Traditional pipeline,,No,"In this paper, DELM is used to classify preprocessed EEG data and the feature attributes of preprocessed EEG are not extracted, which has certain effects on the experimental results. Future research is to combine the EEG feature extraction methods and DELM, which will be applied to the EEG classification.",N/M,No,N/A,No,"Hard to find information...
Still not sur I fully understand... (YR)
Someone else should read it and fill the information.",,Yannick,[TBD],,Ding2015
,Emotional Affect Estimation Using Video and EEG Data in Deep Neural Networks,2015,Frydenlund & Rudzicz,Advances in Artificial Intelligence,,University of Toronto,8,,Classification of EEG signals,Monitoring,Affective,Emotion,"New Approach: Reusing downsampling ""wasted"" data for data augmentation","Reusing downsampling ""wasted"" data for data augmentation in a valence/arousal/dominance regression scale on DEAP dataset",Emotion Scale Regression (Arousal/Valence/Dominance) on DEAP ,Not much explanation. Probably for the multimodal aspect.,,"N/M
(see dataset paper)",No,"Emotions
(PSD)",DEAP,Public,22,32,"512 (original)
DS to 1/5 (~102)","N/M
(see dataset paper)",Offline,,"1) Downsampled to 1/5
2) ICA -> Ocular Artifacts removal",Yes,"Frequency Bands 
(Theta, Slow Alpha, Alpha, Beta, Gamma)",Frequency-domain,z-score,,"EEGLAB
Deep Learning Toolbox [11]
Spearmint [15]
modified SPN code from [12]",NN,FC,N/M,N/M,No,"N/M
(multimodal)",2,"Sigmoid (layers)
Softmax (output)",N/M,N/A,"N/A
Regression ""Scale""","Scale [1-9] or [0-1]
(regression)",N/M,N/M,N/M,N/M,N/M,N/M,"Using Acq. Freq. Downsampling 
""throw away"" data
(downsampling 1/5 gives you 5x)",N/M,Inter*,Leave-two-out,N/M,,RMSE,rmse,N/M,,N/M,"Arousal:   [1-9] 1.5778 ± 0.5301  ||   [0-1]  0.1972 ± 0.0663
Valence:  [1-9]  1.5396 ± 0.8797  ||   [0-1]  0.1925 ± 0.1100
Dominance:  [1-9]  0.1925 ± 0.1100  ||   [0-1]   0.2523 ± 0.0561 
Favourability:  [1-9]  2.2366 ± 0.5975  ||   [0-1]  0.2796 ± 0.0747   
Familiarity:  [1-9]  2.0432 ± 0.4010  ||   [0-1]  0.5108 ± 0.1002","Baseline
Linear Regression",Traditional pipeline,"Yes, 1-sided t-test
(NN vs Baseline)",No,"This work acts as a feasibility study for our ‘downsampling extension’ scheme, and further work needs to be done to examine its affect. Feature selection is another possible line of inquiry, since we have selected features based on linear relations, where non-linear relations may be more appropriate for DNNs.",N/M,No,N/A,No,"Interesting approach on ""reusing"" downsampling wasted data... Other studies with more ""comparisons"" are required...",,Yannick,[TBD],,Frydenlund2015
,Detecting Epileptic Seizures from EEG Data using Neural Networks,2015,"Pramod, Page, Mohsenin & Oates",Arxiv,Yes,"University of Maryland, Baltimore County",,,Classification of EEG signals,Clinical,Epilepsy,Detection,Improve SOTA: Using Dropout in NN for Seizure Detection,Using Dropout in NN for Seizure Detection,"Ongoing EEG recording, with and without seizures.",Use Dropout on NN for Epilepsy EEG,,"N/M
(see dataset paper)",No,Seizures,CHB-MIT,Public,22,23,256,"N/M
(see dataset paper)",,,1) 1s windows,,"Area, Normalized Decay, Line Length, Mean Energy,Average Peak Amplitude, Average Valley Amplitude, Normalized Peak Number, Peak Variation, and Root Mean Square",Other,z-score,,N/M,"NN*
(FC I suppose)",FC,N/M,N/M,No,"126 features
(9 features x 14 channels)

(1s windows)","[2, 5]",ReLU,"L1
Dropout
([0.2, 0.5])",,,"1
(Softmax)",N/M,Gradient Descent with Early Stopping,N/M,"LR: [0.01, 0.1]",N/M,"Manually, by trying different things",Subsampling minority class to balance classes,N/M,,Leave-one-out,N/M,,"Sensitivity
Specificity
Precision
F-Score","sensitivity, specificity, precision, f1-score",N/M,,N/M,"Mean Sensitivity: 0.9806  (STD: 0.078)
Mean Specificity: 0.9929  (STD: 0.023)
Mean Precision: 0.7329  (STD: 0.33)
 Mean F-Score: 0.7816  (STD: 0.29)",This is an improvement on the most recently reported results on this database by Pinho et al. (2014),Traditional pipeline,,N/M,"Much remains to be improved in terms of precision of the classifier. Also, using the proposed classi- fier to detect seizure onsets is still a work in progress, where such a technique involves aggregating classifier outputs on multiple contiguous segments to achieve higher sensitivity and specificity.",N/M,No,N/A,No,"Among the first DL for Epilepsy. It shows.
The way people report now is way better.",,Yannick,[TBD],,[TBD]
,Adaptive Recurrent Neural Network For Reduction Of Noise And Estimation Of Source From Recorded EEG Signals,2015," Pardede, Turnip, Manalu & Turnip",ARPN Journal of Engineering and Applied Sciences,No," Institut Teknologi Nasional, Indonesia",5,,Improvement of processing tools,Signal cleaning,Artifact handling,,New approach for removing noise and locating brain activity sources,Use an adaptive RNN for cleaning EEG,"""Normal conditions"", eyes closed, and blinking",N/M,,Emotiv,No,None,Internal Recordings,Private,8,6,128Hz,N/M,,,1) Band-pass 0.5-49Hz,No,Raw EEG,Raw EEG,N/A,,N/M,RNN,RNN,N/M,N/M,No,N/M,N/M,N/M,N/M,,,N/M,N/M,Standard*,SGD,N/M,N/M,N/M,N/M,Minimum entropy,,N/M,N/M,,Performance factor defined in the paper,custom,N/M,,N/M,Curves are shown in the paper.,N/M,None,,N/M,The proposed method outperforms baselines for 6 out of 8 subjects.,N/M,No,N/A,No,Terrible paper. For me it is not clear if and how they used a neural network. ,,Isabela,[TBD],,Pardede2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EEG-based emotion classification using deep belief networks,2014,"Zheng, Zhu, Peng & Lu",IEEE International Conference on Multimedia and Expo,,"Shanghai Jiao Tong University, China",6,,Classification of EEG signals,Monitoring,Affective,TBD,Improve SOTA,Use DBN and DBN+HMM on DE features for emotion classification (2 classes: Positive/Negative),Short Movie Clips eliciting positive/negative emotions,The efficiency of DBN model can combine feature ex- traction and feature selection when doing unsupervised and supervised learning.,,"ESI NeuroScan 
System",No,"Emotions
(PSD)",Internal Recordings,Private,6,62,1000,"2 sessions x 12 clips x 4 min
per subject",Offline,,"1) Downsampled to 200Hz
2) Pass-band filter: 0.3 - 50Hz
3) Short-Time FT with 1s Hanning Window -> 5 Freq Bands
4) Differential Entropy for each band",No,"Differential Entropy (DE) of 5 F. Bands (D,T,A,B,G)
62 channels * 5 bands = 310 features
Smoothed with linear dynamic system (LDS)",,z-score,,N/M,DBN-HMM,,DBN + HMM after,"Combining DBN and HMM can help bridge the gap between static and sequence pattern recognition, which has been successfully used in sleep stage classification using EEG [4]",No,310 x 1,2,N/M,N/M,2,"Positive Emotion
Negative Emotion",2,N/M,An efficient greedy layer-wise algorithm is used to pre-train each layer of networks,N/M,LR: 0.05,200,N/M,N/M,"Energy Function
(see paper)",Intra,N/M,N/M,,Accuracy,accuracy,N/M,,N/M,"                      Delta | Theta | Alpha |  Beta  | Gamma | Total
   DBN-HMM:   61.45 | 58.39 | 71.57 | 85.45  |  87.33  |  87.62 
   DBN:             61.98 | 58.36 | 69.22 | 85.96  |  88.40  |  86.91 ","                Delta | Theta | Alpha |  Beta  | Gamma | Total
   GELM:   68.37 | 61.63 | 70.88 | 84.60 |  87.99  |  85.67 
     SVM:    56.43 | 59.57 | 66.59 | 82.97 |  85.86  |  84.08  ",,N/M,"No*
(they talk about what frequencies contribute most...)","In this paper, the experiment results show that high frequency-band (beta and gamma) features are more related to emotion recognition, which is consistent with previous work, proposing higher frequency brain activity reflecting emotional and cognitive processes [8] [9].",N/M,No,N/A,No,"They used the different frequency bands, but they would need to combine them (i.e. ratios), not just ""as is"", individually...",,Yannick,[TBD],,Zheng2014
